Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
12/2023;MRS;Ferro Gusa;Sarzedo Novo;MG;Itaguai;RJ;11.319;5.976.567
12/2023;MRS;Grãos - Milho;Pederneiras;SP;Conceiçãozinha;SP;69.625;36.743.131
12/2023;MRS;Grãos - Milho;Pederneiras;SP;Santos;SP;98.177;51.156.691
12/2023;MRS;Minério de Ferro;Baia Sepetiba;RJ;Volta Redonda;RJ;35.518;4.226.499
12/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Baia Sepetiba;RJ;112.276;57.454.659
12/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Brisamar;RJ;322.478;163.408.308
12/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Guaiba;RJ;41.974;22.407.693
12/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Porto Sudeste;RJ;114.454;58.340.293
12/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Siderúrgica do Atlântico;RJ;126.068;65.899.147
12/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Baia Sepetiba;RJ;1.447.373;638.452.151
12/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Porto Sudeste;RJ;14.542;6.385.552
12/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Volta Redonda;RJ;284.593;91.671.674
12/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Baia Sepetiba;RJ;13.590;5.756.520
12/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Brisamar;RJ;221.028;92.519.005
12/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Porto Sudeste;RJ;14.845;6.258.429
12/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Baia Sepetiba;RJ;346.882;158.184.781
12/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Brisamar;RJ;349.628;157.688.870
12/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Guaiba;RJ;160.976;76.968.903
12/2023;MRS;Minério de Ferro;Itutinga;MG;Baia Sepetiba;RJ;28.181;9.180.637
12/2023;MRS;Minério de Ferro;Itutinga;MG;Siderúrgica do Atlântico;RJ;14.578;4.909.491
12/2023;MRS;Minério de Ferro;Olhos D Água;MG;Baia Sepetiba;RJ;88.722;48.884.668
12/2023;MRS;Minério de Ferro;Olhos D Água;MG;Guaiba;RJ;546.966;313.470.043
12/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Baia Sepetiba;RJ;1.041.208;504.546.490
12/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Guaiba;RJ;1.554.925;787.877.387
12/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Siderúrgica do Atlântico;RJ;274.408;135.990.567
12/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Volta Redonda;RJ;139.978;51.173.437
12/2023;MRS;Minério de Ferro;Pires;MG;Baia Sepetiba;RJ;1.017.796;461.482.955
12/2023;MRS;Minério de Ferro;Pires;MG;Guaiba;RJ;141.810;67.435.476
12/2023;MRS;Minério de Ferro;Pires;MG;Porto Sudeste;RJ;114.549;51.709.022
12/2023;MRS;Minério de Ferro;Pires;MG;Siderúrgica do Atlântico;RJ;235.607;109.419.189
12/2023;MRS;Minério de Ferro;Sarzedo;MG;Baia Sepetiba;RJ;216.625;114.466.599
12/2023;MRS;Minério de Ferro;Sarzedo;MG;Brisamar;RJ;134.007;70.140.469
12/2023;MRS;Minério de Ferro;Sarzedo;MG;Guaiba;RJ;73.056;40.219.446
12/2023;MRS;Minério de Ferro;Sarzedo;MG;Porto Sudeste;RJ;57.759;30.404.857
12/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Baia Sepetiba;RJ;490.782;257.666.438
12/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Brisamar;RJ;61.466;31.963.057
12/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Guaiba;RJ;70.809;38.741.869
12/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Porto Sudeste;RJ;847.772;443.394.926
12/2023;MRS;Minério de Ferro;Suzano Novo;SP;Siderúrgica do Atlântico;RJ;8.290;3.743.515
12/2023;MRS;Minério de Ferro;Viga;MG;Baia Sepetiba;RJ;57.321;25.041.939
12/2023;MRS;Minério de Ferro;Viga;MG;Guaiba;RJ;178.120;81.755.655
12/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Cel. João Carlos Guedes;MG;Dias Tavares;MG;17.756;4.073.776
12/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Itaguai;RJ;Pires;MG;27.572;12.584.246
12/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Olhos D Água;MG;Sarzedo;MG;7.308;165.000
12/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Otavio Dapieve;MG;Ouro Branco;MG;6.653;651.561
12/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Viga;MG;Ouro Branco;MG;5.480;157.396
12/2023;MRS;Óleo Diesel;Embiruçu;MG;Cel. João Carlos Guedes;MG;5.036;730.446
12/2023;MRS;Outras - Carga Geral Não Conteinerizada;Arará;RJ;Prudente de Morais;MG;437;326.507
12/2023;MRS;Outras - Carga Geral Não Conteinerizada;Brisamar;RJ;Volta Redonda;RJ;330;37.618
12/2023;MRS;Outras - Carga Geral Não Conteinerizada;Eldorado;MG;Volta Redonda;RJ;68;29.793
12/2023;MRS;Outros Graneis Minerais;Arará;RJ;Terminal Paraibuna de Metais;MG;7.763;2.284.542
12/2023;MRS;Outros Graneis Minerais;Prudente de Morais;MG;Terminal Paraibuna de Metais;MG;344;177.783
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Boa Vista Velha;SP;8.434;6.672.474
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Usiminas;SP;6.663;3.587.352
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Utinga;SP;74;50.965
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Arará;RJ;758;372.375
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Barbará;RJ;750;256.103
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Caçapava;SP;204;109.489
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Ipiranga;SP;207;138.305
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Parque Industrial;MG;17.136;2.753.995
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Bento;SP;22.960;14.059.508
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Caetano do Sul;SP;1.365;917.734
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Parque Industrial;MG;Boa Vista Velha;SP;2.064;1.793.394
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Barbará;RJ;860;312.681
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Floriano;RJ;916;312.523
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Ipiranga;SP;5.256;276.743
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;São Caetano do Sul;SP;714;34.602
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Utinga;SP;16.532;741.608
12/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Volta Redonda;RJ;Ipiranga;SP;2.475;853.243
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Brisamar;RJ;Volta Redonda;RJ;7.121;811.765
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Barbará;RJ;3.676;1.302.252
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Cruzeiro;SP;1.154;512.021
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Ipiranga;SP;3.555;2.420.705
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Manoel Feio;SP;4.890;3.157.125
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Pinheirinho;SP;2.736;1.747.091
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;São Caetano do Sul;SP;587;402.165
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Usiminas;SP;371;199.746
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Utinga;SP;209;143.943
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Nova Granja;MG;Barbará;RJ;2.397;1.193.697
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Cruzeiro;SP;1.136;592.362
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Pinheirinho;SP;700;501.417
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Cruzeiro;SP;3.040;1.116.044
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Ipiranga;SP;901;47.440
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Replan;SP;717;137.451
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Usiminas;SP;627;104.392
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Utinga;SP;64;2.870
12/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Volta Redonda;RJ;Brisamar;RJ;12.621;1.438.743
12/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Caçapava;SP;5.439;3.441.963
12/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Eldorado;MG;3.304;1.153.545
12/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Parque Industrial;MG;1.610;560.498
12/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Pinheirinho;SP;145;117.912
12/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Barbará;RJ;485;165.613
12/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Brisamar;RJ;729;335.773
